variant,variant_order,candidate_facility_count,fixed_facility_count,forbidden_facility_count,candidate_facility_fraction,fixed_facilities,forbidden_facilities,model_build_seconds,objective_value,solve_seconds,total_variant_seconds,evaluated_replacements,open_facilities_count,open_facilities,status,error_message,instance_group,instance,reoptimization_instance,instance_id,n,p,edge_weight_type,raw_path,reference_source,reference_cost,reference_facilities,metaheuristic_runtime_seconds,structure_extraction_runtime_seconds,pre_reoptimization_seconds,removed_facility,removed_facility_zero_based,removal_position,remaining_reference_facilities,remaining_reference_facilities_count,source_ltm_size,top_fraction,top_solution_count,top_cost_cutoff,full_ltm_cost_min,full_ltm_cost_max,top_ltm_cost_min,top_ltm_cost_max,replacement_pool_strategy,replacement_pool_reference_variant,replacement_pool_target_size,replacement_pool_available_candidate_count,replacement_pool_shortfall,replacement_pool_excluded_best_facilities,memory_strategy,overlap_with_reference_count,overlap_with_reference_fraction,dropped_reference_facilities_count,new_facilities_count,dropped_reference_facilities,new_facilities,total_pipeline_seconds,analysis_memory_size,analysis_memory_min_cost,analysis_memory_max_cost,analysis_solution_count,analysis_swap_edges,analysis_component_count,analysis_largest_component_size,analysis_smallest_component_size,analysis_is_connected,cooccurrence_active_nodes,cooccurrence_edges,cooccurrence_total_weight,max_k_cut_ignored_nodes,max_k_cut_fraction_cut,max_k_cut_best_facility_separation,pre_connection_component_count,pre_connection_solution_count,post_connection_solution_count,post_connection_component_count,trajectory_added_solution_count,trajectory_movement_count,trajectory_generated_out_of_range_count,trajectory_connection_edge_count,guard_fallback_used,best_component_solution_count,best_component_selection_reason,max_k_cut_removed_group_found,max_k_cut_removed_group_size,max_k_cut_replacement_pool_size,max_k_cut_removed_group,max_k_cut_replacement_pool,max_k_cut_groups_formatted,baseline_status,baseline_objective_value,baseline_total_variant_seconds,baseline_total_pipeline_seconds,gap_to_baseline_percent,time_delta_to_baseline_seconds,baseline_is_optimal
max_k_cut_pairwise_trajectory,4,3,4,1,0.03,6 20 30 89,55,0.0,16461.0,0.0004875249996985076,0.0004875249996985076,3,5,6 20 30 49 89,OPTIMAL,,WORK,rd100,rd100__remove_pos_3__facility_56,tsplib_rd100_p5,100,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/rd100.tsp,metaheuristic_best_solution,16404.0,6 20 30 55 89,0.09685798400005297,0.0626142789997175,0.15947226299977046,56,55,3,6 20 30 89,4,308,0.05,16,16441.0,16404.0,16681.0,16404.0,16441.0,max_k_cut_group,max_k_cut_pairwise_trajectory,3.0,3.0,0.0,,top_ltm_pairwise_trajectory,4,0.8,1,1,55,49,0.15995978799946897,18.0,16404.0,16565.0,18.0,31.0,1.0,18.0,18.0,True,14.0,53.0,180.0,86.0,1.0,1.0,2.0,16.0,18.0,1.0,2.0,3.0,0.0,1.0,False,,,1.0,4.0,3.0,26 45 49 55,26 45 49,6 | 26 45 49 55 | 15 30 | 20 74 81 85 | 50 64 89,OPTIMAL,16461.0,0.006868039999972098,0.16634030299974256,0.0,-0.00638051500027359,True
max_k_cut_mst_range_guard,5,3,4,1,0.03,6 20 30 89,55,0.0,16461.0,0.0004386810005598818,0.0004386810005598818,3,5,6 20 30 49 89,OPTIMAL,,WORK,rd100,rd100__remove_pos_3__facility_56,tsplib_rd100_p5,100,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/rd100.tsp,metaheuristic_best_solution,16404.0,6 20 30 55 89,0.09685798400005297,0.0626142789997175,0.15947226299977046,56,55,3,6 20 30 89,4,308,0.05,16,16441.0,16404.0,16681.0,16404.0,16441.0,max_k_cut_group,max_k_cut_mst_range_guard,3.0,3.0,0.0,,top_ltm_mst_trajectory_range_guard,4,0.8,1,1,55,49,0.15991094400033035,18.0,16404.0,16565.0,18.0,31.0,1.0,18.0,18.0,True,14.0,53.0,180.0,86.0,1.0,1.0,2.0,16.0,18.0,1.0,2.0,3.0,0.0,1.0,False,,,1.0,4.0,3.0,26 45 49 55,26 45 49,6 | 26 45 49 55 | 15 30 | 20 74 81 85 | 50 64 89,OPTIMAL,16461.0,0.006868039999972098,0.16634030299974256,0.0,-0.006429358999412216,True
max_k_cut_pairwise_range_guard,6,3,4,1,0.03,6 20 30 89,55,0.0,16461.0,0.0008368440003323485,0.0008368440003323485,3,5,6 20 30 49 89,OPTIMAL,,WORK,rd100,rd100__remove_pos_3__facility_56,tsplib_rd100_p5,100,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/rd100.tsp,metaheuristic_best_solution,16404.0,6 20 30 55 89,0.09685798400005297,0.0626142789997175,0.15947226299977046,56,55,3,6 20 30 89,4,308,0.05,16,16441.0,16404.0,16681.0,16404.0,16441.0,max_k_cut_group,max_k_cut_pairwise_range_guard,3.0,3.0,0.0,,top_ltm_pairwise_trajectory_range_guard,4,0.8,1,1,55,49,0.1603091070001028,18.0,16404.0,16565.0,18.0,31.0,1.0,18.0,18.0,True,14.0,53.0,180.0,86.0,1.0,1.0,2.0,16.0,18.0,1.0,2.0,3.0,0.0,1.0,False,,,1.0,4.0,3.0,26 45 49 55,26 45 49,6 | 26 45 49 55 | 15 30 | 20 74 81 85 | 50 64 89,OPTIMAL,16461.0,0.006868039999972098,0.16634030299974256,0.0,-0.006031195999639749,True
random_original_pool_size,7,3,4,1,0.03,6 20 30 89,55,0.0,19177.0,0.0003952410006604623,0.0003952410006604623,3,5,6 8 20 30 89,OPTIMAL,,WORK,rd100,rd100__remove_pos_3__facility_56,tsplib_rd100_p5,100,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/rd100.tsp,metaheuristic_best_solution,16404.0,6 20 30 55 89,0.09685798400005297,0.0626142789997175,0.15947226299977046,56,55,3,6 20 30 89,4,308,0.05,16,16441.0,16404.0,16681.0,16404.0,16441.0,random_original_pool_size,max_k_cut_original,3.0,95.0,0.0,6 20 30 55 89,top_ltm_original,4,0.8,1,1,55,8,0.15986750400043093,16.0,16404.0,16441.0,16.0,28.0,2.0,15.0,1.0,False,14.0,50.0,160.0,86.0,1.0,1.0,,,16.0,2.0,0.0,0.0,0.0,,False,,,1.0,4.0,3.0,45 49 55 64,8 46 93,6 | 45 49 55 64 | 15 30 | 20 74 81 85 | 26 50 89,OPTIMAL,16461.0,0.006868039999972098,0.16634030299974256,16.499605127270517,-0.006472798999311635,True
nearest_original_pool_size,8,3,4,1,0.03,6 20 30 89,55,0.0,16461.0,0.00040798199916025624,0.00040798199916025624,3,5,6 20 30 49 89,OPTIMAL,,WORK,rd100,rd100__remove_pos_3__facility_56,tsplib_rd100_p5,100,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/rd100.tsp,metaheuristic_best_solution,16404.0,6 20 30 55 89,0.09685798400005297,0.0626142789997175,0.15947226299977046,56,55,3,6 20 30 89,4,308,0.05,16,16441.0,16404.0,16681.0,16404.0,16441.0,nearest_original_pool_size,max_k_cut_original,3.0,95.0,0.0,6 20 30 55 89,top_ltm_original,4,0.8,1,1,55,49,0.15988024499893072,16.0,16404.0,16441.0,16.0,28.0,2.0,15.0,1.0,False,14.0,50.0,160.0,86.0,1.0,1.0,,,16.0,2.0,0.0,0.0,0.0,,False,,,1.0,4.0,3.0,45 49 55 64,45 49 72,6 | 45 49 55 64 | 15 30 | 20 74 81 85 | 26 50 89,OPTIMAL,16461.0,0.006868039999972098,0.16634030299974256,0.0,-0.006460058000811841,True
baseline_all_facilities,1,95,4,1,0.95,6 20 30 55,89,0.0,16423.0,0.0069683239998994395,0.0069683239998994395,95,5,6 20 30 50 55,OPTIMAL,,WORK,rd100,rd100__remove_pos_4__facility_90,tsplib_rd100_p5,100,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/rd100.tsp,metaheuristic_best_solution,16404.0,6 20 30 55 89,0.09685798400005297,0.0626142789997175,0.15947226299977046,90,89,4,6 20 30 55,4,308,0.05,16,16441.0,16404.0,16681.0,16404.0,16441.0,all_facilities,all_facilities_baseline,,,,,all_facilities_baseline,4,0.8,1,1,89,50,0.1664405869996699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIMAL,16423.0,0.0069683239998994395,0.1664405869996699,0.0,0.0,True
max_k_cut_original,2,2,4,1,0.02,6 20 30 55,89,0.0,16423.0,0.0003219170002921601,0.0003219170002921601,2,5,6 20 30 50 55,OPTIMAL,,WORK,rd100,rd100__remove_pos_4__facility_90,tsplib_rd100_p5,100,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/rd100.tsp,metaheuristic_best_solution,16404.0,6 20 30 55 89,0.09685798400005297,0.0626142789997175,0.15947226299977046,90,89,4,6 20 30 55,4,308,0.05,16,16441.0,16404.0,16681.0,16404.0,16441.0,max_k_cut_group,max_k_cut_original,2.0,2.0,0.0,,top_ltm_original,4,0.8,1,1,89,50,0.15979418000006262,16.0,16404.0,16441.0,16.0,28.0,2.0,15.0,1.0,False,14.0,50.0,160.0,86.0,1.0,1.0,,,16.0,2.0,0.0,0.0,0.0,,False,,,1.0,3.0,2.0,26 50 89,26 50,6 | 45 49 55 64 | 15 30 | 20 74 81 85 | 26 50 89,OPTIMAL,16423.0,0.0069683239998994395,0.1664405869996699,0.0,-0.006646406999607279,True
max_k_cut_mst_trajectory,3,2,4,1,0.02,6 20 30 55,89,0.0,16423.0,0.0003137559997412609,0.0003137559997412609,2,5,6 20 30 50 55,OPTIMAL,,WORK,rd100,rd100__remove_pos_4__facility_90,tsplib_rd100_p5,100,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/rd100.tsp,metaheuristic_best_solution,16404.0,6 20 30 55 89,0.09685798400005297,0.0626142789997175,0.15947226299977046,90,89,4,6 20 30 55,4,308,0.05,16,16441.0,16404.0,16681.0,16404.0,16441.0,max_k_cut_group,max_k_cut_mst_trajectory,2.0,2.0,0.0,,top_ltm_mst_trajectory,4,0.8,1,1,89,50,0.15978601899951173,18.0,16404.0,16565.0,18.0,31.0,1.0,18.0,18.0,True,14.0,53.0,180.0,86.0,1.0,1.0,2.0,16.0,18.0,1.0,2.0,3.0,0.0,1.0,False,,,1.0,3.0,2.0,50 64 89,50 64,6 | 26 45 49 55 | 15 30 | 20 74 81 85 | 50 64 89,OPTIMAL,16423.0,0.0069683239998994395,0.1664405869996699,0.0,-0.006654568000158179,True
max_k_cut_pairwise_trajectory,4,2,4,1,0.02,6 20 30 55,89,0.0,16423.0,0.00035840100008499576,0.00035840100008499576,2,5,6 20 30 50 55,OPTIMAL,,WORK,rd100,rd100__remove_pos_4__facility_90,tsplib_rd100_p5,100,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/rd100.tsp,metaheuristic_best_solution,16404.0,6 20 30 55 89,0.09685798400005297,0.0626142789997175,0.15947226299977046,90,89,4,6 20 30 55,4,308,0.05,16,16441.0,16404.0,16681.0,16404.0,16441.0,max_k_cut_group,max_k_cut_pairwise_trajectory,2.0,2.0,0.0,,top_ltm_pairwise_trajectory,4,0.8,1,1,89,50,0.15983066399985546,18.0,16404.0,16565.0,18.0,31.0,1.0,18.0,18.0,True,14.0,53.0,180.0,86.0,1.0,1.0,2.0,16.0,18.0,1.0,2.0,3.0,0.0,1.0,False,,,1.0,3.0,2.0,50 64 89,50 64,6 | 26 45 49 55 | 15 30 | 20 74 81 85 | 50 64 89,OPTIMAL,16423.0,0.0069683239998994395,0.1664405869996699,0.0,-0.006609922999814444,True
max_k_cut_mst_range_guard,5,2,4,1,0.02,6 20 30 55,89,0.0,16423.0,0.00043494799956533825,0.00043494799956533825,2,5,6 20 30 50 55,OPTIMAL,,WORK,rd100,rd100__remove_pos_4__facility_90,tsplib_rd100_p5,100,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/rd100.tsp,metaheuristic_best_solution,16404.0,6 20 30 55 89,0.09685798400005297,0.0626142789997175,0.15947226299977046,90,89,4,6 20 30 55,4,308,0.05,16,16441.0,16404.0,16681.0,16404.0,16441.0,max_k_cut_group,max_k_cut_mst_range_guard,2.0,2.0,0.0,,top_ltm_mst_trajectory_range_guard,4,0.8,1,1,89,50,0.1599072109993358,18.0,16404.0,16565.0,18.0,31.0,1.0,18.0,18.0,True,14.0,53.0,180.0,86.0,1.0,1.0,2.0,16.0,18.0,1.0,2.0,3.0,0.0,1.0,False,,,1.0,3.0,2.0,50 64 89,50 64,6 | 26 45 49 55 | 15 30 | 20 74 81 85 | 50 64 89,OPTIMAL,16423.0,0.0069683239998994395,0.1664405869996699,0.0,-0.006533376000334101,True
max_k_cut_pairwise_range_guard,6,2,4,1,0.02,6 20 30 55,89,0.0,16423.0,0.00032731400006014155,0.00032731400006014155,2,5,6 20 30 50 55,OPTIMAL,,WORK,rd100,rd100__remove_pos_4__facility_90,tsplib_rd100_p5,100,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/rd100.tsp,metaheuristic_best_solution,16404.0,6 20 30 55 89,0.09685798400005297,0.0626142789997175,0.15947226299977046,90,89,4,6 20 30 55,4,308,0.05,16,16441.0,16404.0,16681.0,16404.0,16441.0,max_k_cut_group,max_k_cut_pairwise_range_guard,2.0,2.0,0.0,,top_ltm_pairwise_trajectory_range_guard,4,0.8,1,1,89,50,0.1597995769998306,18.0,16404.0,16565.0,18.0,31.0,1.0,18.0,18.0,True,14.0,53.0,180.0,86.0,1.0,1.0,2.0,16.0,18.0,1.0,2.0,3.0,0.0,1.0,False,,,1.0,3.0,2.0,50 64 89,50 64,6 | 26 45 49 55 | 15 30 | 20 74 81 85 | 50 64 89,OPTIMAL,16423.0,0.0069683239998994395,0.1664405869996699,0.0,-0.006641009999839298,True
random_original_pool_size,7,2,4,1,0.02,6 20 30 55,89,0.0,16540.0,0.0003609139994296129,0.0003609139994296129,2,5,6 20 30 55 82,OPTIMAL,,WORK,rd100,rd100__remove_pos_4__facility_90,tsplib_rd100_p5,100,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/rd100.tsp,metaheuristic_best_solution,16404.0,6 20 30 55 89,0.09685798400005297,0.0626142789997175,0.15947226299977046,90,89,4,6 20 30 55,4,308,0.05,16,16441.0,16404.0,16681.0,16404.0,16441.0,random_original_pool_size,max_k_cut_original,2.0,95.0,0.0,6 20 30 55 89,top_ltm_original,4,0.8,1,1,89,82,0.15983317699920008,16.0,16404.0,16441.0,16.0,28.0,2.0,15.0,1.0,False,14.0,50.0,160.0,86.0,1.0,1.0,,,16.0,2.0,0.0,0.0,0.0,,False,,,1.0,3.0,2.0,26 50 89,4 82,6 | 45 49 55 64 | 15 30 | 20 74 81 85 | 26 50 89,OPTIMAL,16423.0,0.0069683239998994395,0.1664405869996699,0.7124155148267673,-0.006607410000469827,True
nearest_original_pool_size,8,2,4,1,0.02,6 20 30 55,89,0.0,16423.0,0.00027351799963071244,0.00027351799963071244,2,5,6 20 30 50 55,OPTIMAL,,WORK,rd100,rd100__remove_pos_4__facility_90,tsplib_rd100_p5,100,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/rd100.tsp,metaheuristic_best_solution,16404.0,6 20 30 55 89,0.09685798400005297,0.0626142789997175,0.15947226299977046,90,89,4,6 20 30 55,4,308,0.05,16,16441.0,16404.0,16681.0,16404.0,16441.0,nearest_original_pool_size,max_k_cut_original,2.0,95.0,0.0,6 20 30 55 89,top_ltm_original,4,0.8,1,1,89,50,0.15974578099940118,16.0,16404.0,16441.0,16.0,28.0,2.0,15.0,1.0,False,14.0,50.0,160.0,86.0,1.0,1.0,,,16.0,2.0,0.0,0.0,0.0,,False,,,1.0,3.0,2.0,26 50 89,50 82,6 | 45 49 55 64 | 15 30 | 20 74 81 85 | 26 50 89,OPTIMAL,16423.0,0.0069683239998994395,0.1664405869996699,0.0,-0.006694806000268727,True
baseline_all_facilities,1,569,4,1,0.9912891986062717,121 177 405 514,9,0.0,212089.0,0.0671796139995422,0.0671796139995422,569,5,7 121 177 405 514,OPTIMAL,,WORK,u574,u574__remove_pos_0__facility_10,tsplib_u574_p5,574,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/u574.tsp,metaheuristic_best_solution,212074.0,9 121 177 405 514,15.805360650000694,0.28130131699981575,16.08666196700051,10,9,0,121 177 405 514,4,1992,0.05,100,212349.0,212074.0,215308.0,212074.0,212349.0,all_facilities,all_facilities_baseline,,,,,all_facilities_baseline,4,0.8,1,1,9,7,16.15384158100005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIMAL,212089.0,0.0671796139995422,16.15384158100005,0.0,0.0,True
max_k_cut_original,2,6,4,1,0.010452961672473868,121 177 405 514,9,0.0,212089.0,0.0008710689999134047,0.0008710689999134047,6,5,7 121 177 405 514,OPTIMAL,,WORK,u574,u574__remove_pos_0__facility_10,tsplib_u574_p5,574,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/u574.tsp,metaheuristic_best_solution,212074.0,9 121 177 405 514,15.805360650000694,0.28130131699981575,16.08666196700051,10,9,0,121 177 405 514,4,1992,0.05,100,212349.0,212074.0,215308.0,212074.0,212349.0,max_k_cut_group,max_k_cut_original,6.0,6.0,0.0,,top_ltm_original,4,0.8,1,1,9,7,16.087533036000423,100.0,212074.0,212349.0,100.0,361.0,2.0,97.0,3.0,False,30.0,150.0,1000.0,544.0,1.0,1.0,,,100.0,2.0,0.0,0.0,0.0,,False,,,1.0,7.0,6.0,6 7 8 9 466 468 557,6 7 8 466 468 557,98 117 118 119 120 121 122 | 6 7 8 9 466 468 557 | 183 209 476 477 513 514 515 516 | 176 177 178 179 180 554 | 381 405,OPTIMAL,212089.0,0.0671796139995422,16.15384158100005,0.0,-0.0663085449996288,True
max_k_cut_mst_trajectory,3,5,4,1,0.008710801393728223,121 177 405 514,9,0.0,212089.0,0.0007984929998201551,0.0007984929998201551,5,5,7 121 177 405 514,OPTIMAL,,WORK,u574,u574__remove_pos_0__facility_10,tsplib_u574_p5,574,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/u574.tsp,metaheuristic_best_solution,212074.0,9 121 177 405 514,15.805360650000694,0.28130131699981575,16.08666196700051,10,9,0,121 177 405 514,4,1992,0.05,100,212349.0,212074.0,215308.0,212074.0,212349.0,max_k_cut_group,max_k_cut_mst_trajectory,5.0,5.0,0.0,,top_ltm_mst_trajectory,4,0.8,1,1,9,7,16.08746046000033,103.0,212074.0,214285.0,103.0,370.0,1.0,103.0,103.0,True,30.0,156.0,1030.0,544.0,1.0,1.0,2.0,100.0,103.0,1.0,3.0,4.0,0.0,1.0,False,,,1.0,6.0,5.0,6 7 8 9 554 557,6 7 8 554 557,6 7 8 9 554 557 | 176 177 178 179 180 183 209 | 98 117 118 119 120 121 122 | 466 468 476 477 513 514 515 516 | 381 405,OPTIMAL,212089.0,0.0671796139995422,16.15384158100005,0.0,-0.06638112099972204,True
max_k_cut_pairwise_trajectory,4,5,4,1,0.008710801393728223,121 177 405 514,9,0.0,212089.0,0.0007088729998940835,0.0007088729998940835,5,5,7 121 177 405 514,OPTIMAL,,WORK,u574,u574__remove_pos_0__facility_10,tsplib_u574_p5,574,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/u574.tsp,metaheuristic_best_solution,212074.0,9 121 177 405 514,15.805360650000694,0.28130131699981575,16.08666196700051,10,9,0,121 177 405 514,4,1992,0.05,100,212349.0,212074.0,215308.0,212074.0,212349.0,max_k_cut_group,max_k_cut_pairwise_trajectory,5.0,5.0,0.0,,top_ltm_pairwise_trajectory,4,0.8,1,1,9,7,16.087370840000403,103.0,212074.0,214285.0,103.0,370.0,1.0,103.0,103.0,True,30.0,156.0,1030.0,544.0,1.0,1.0,2.0,100.0,103.0,1.0,3.0,4.0,0.0,1.0,False,,,1.0,6.0,5.0,6 7 8 9 554 557,6 7 8 554 557,6 7 8 9 554 557 | 176 177 178 179 180 183 209 | 98 117 118 119 120 121 122 | 466 468 476 477 513 514 515 516 | 381 405,OPTIMAL,212089.0,0.0671796139995422,16.15384158100005,0.0,-0.06647074099964811,True
max_k_cut_mst_range_guard,5,5,4,1,0.008710801393728223,121 177 405 514,9,0.0,212089.0,0.0007613559992023511,0.0007613559992023511,5,5,7 121 177 405 514,OPTIMAL,,WORK,u574,u574__remove_pos_0__facility_10,tsplib_u574_p5,574,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/u574.tsp,metaheuristic_best_solution,212074.0,9 121 177 405 514,15.805360650000694,0.28130131699981575,16.08666196700051,10,9,0,121 177 405 514,4,1992,0.05,100,212349.0,212074.0,215308.0,212074.0,212349.0,max_k_cut_group,max_k_cut_mst_range_guard,5.0,5.0,0.0,,top_ltm_mst_trajectory_range_guard,4,0.8,1,1,9,7,16.08742332299971,103.0,212074.0,214285.0,103.0,370.0,1.0,103.0,103.0,True,30.0,156.0,1030.0,544.0,1.0,1.0,2.0,100.0,103.0,1.0,3.0,4.0,0.0,1.0,False,,,1.0,6.0,5.0,6 7 8 9 554 557,6 7 8 554 557,6 7 8 9 554 557 | 176 177 178 179 180 183 209 | 98 117 118 119 120 121 122 | 466 468 476 477 513 514 515 516 | 381 405,OPTIMAL,212089.0,0.0671796139995422,16.15384158100005,0.0,-0.06641825800033985,True
max_k_cut_pairwise_range_guard,6,5,4,1,0.008710801393728223,121 177 405 514,9,0.0,212089.0,0.0008048919999055215,0.0008048919999055215,5,5,7 121 177 405 514,OPTIMAL,,WORK,u574,u574__remove_pos_0__facility_10,tsplib_u574_p5,574,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/u574.tsp,metaheuristic_best_solution,212074.0,9 121 177 405 514,15.805360650000694,0.28130131699981575,16.08666196700051,10,9,0,121 177 405 514,4,1992,0.05,100,212349.0,212074.0,215308.0,212074.0,212349.0,max_k_cut_group,max_k_cut_pairwise_range_guard,5.0,5.0,0.0,,top_ltm_pairwise_trajectory_range_guard,4,0.8,1,1,9,7,16.087466859000415,103.0,212074.0,214285.0,103.0,370.0,1.0,103.0,103.0,True,30.0,156.0,1030.0,544.0,1.0,1.0,2.0,100.0,103.0,1.0,3.0,4.0,0.0,1.0,False,,,1.0,6.0,5.0,6 7 8 9 554 557,6 7 8 554 557,6 7 8 9 554 557 | 176 177 178 179 180 183 209 | 98 117 118 119 120 121 122 | 466 468 476 477 513 514 515 516 | 381 405,OPTIMAL,212089.0,0.0671796139995422,16.15384158100005,0.0,-0.06637472199963668,True
random_original_pool_size,7,6,4,1,0.010452961672473868,121 177 405 514,9,0.0,231000.0,0.000966904000051727,0.000966904000051727,6,5,24 121 177 405 514,OPTIMAL,,WORK,u574,u574__remove_pos_0__facility_10,tsplib_u574_p5,574,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/u574.tsp,metaheuristic_best_solution,212074.0,9 121 177 405 514,15.805360650000694,0.28130131699981575,16.08666196700051,10,9,0,121 177 405 514,4,1992,0.05,100,212349.0,212074.0,215308.0,212074.0,212349.0,random_original_pool_size,max_k_cut_original,6.0,569.0,0.0,9 121 177 405 514,top_ltm_original,4,0.8,1,1,9,24,16.08762887100056,100.0,212074.0,212349.0,100.0,361.0,2.0,97.0,3.0,False,30.0,150.0,1000.0,544.0,1.0,1.0,,,100.0,2.0,0.0,0.0,0.0,,False,,,1.0,7.0,6.0,6 7 8 9 466 468 557,24 151 317 446 453 509,98 117 118 119 120 121 122 | 6 7 8 9 466 468 557 | 183 209 476 477 513 514 515 516 | 176 177 178 179 180 554 | 381 405,OPTIMAL,212089.0,0.0671796139995422,16.15384158100005,8.91653975453701,-0.06621270999949047,True
nearest_original_pool_size,8,6,4,1,0.010452961672473868,121 177 405 514,9,0.0,212089.0,0.0008455359993604361,0.0008455359993604361,6,5,7 121 177 405 514,OPTIMAL,,WORK,u574,u574__remove_pos_0__facility_10,tsplib_u574_p5,574,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/u574.tsp,metaheuristic_best_solution,212074.0,9 121 177 405 514,15.805360650000694,0.28130131699981575,16.08666196700051,10,9,0,121 177 405 514,4,1992,0.05,100,212349.0,212074.0,215308.0,212074.0,212349.0,nearest_original_pool_size,max_k_cut_original,6.0,569.0,0.0,9 121 177 405 514,top_ltm_original,4,0.8,1,1,9,7,16.08750750299987,100.0,212074.0,212349.0,100.0,361.0,2.0,97.0,3.0,False,30.0,150.0,1000.0,544.0,1.0,1.0,,,100.0,2.0,0.0,0.0,0.0,,False,,,1.0,7.0,6.0,6 7 8 9 466 468 557,6 7 8 554 555 557,98 117 118 119 120 121 122 | 6 7 8 9 466 468 557 | 183 209 476 477 513 514 515 516 | 176 177 178 179 180 554 | 381 405,OPTIMAL,212089.0,0.0671796139995422,16.15384158100005,0.0,-0.06633407800018176,True
baseline_all_facilities,1,569,4,1,0.9912891986062717,9 177 405 514,121,0.0,212123.0,0.06802379400050995,0.06802379400050995,569,5,9 118 177 405 514,OPTIMAL,,WORK,u574,u574__remove_pos_1__facility_122,tsplib_u574_p5,574,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/u574.tsp,metaheuristic_best_solution,212074.0,9 121 177 405 514,15.805360650000694,0.28130131699981575,16.08666196700051,122,121,1,9 177 405 514,4,1992,0.05,100,212349.0,212074.0,215308.0,212074.0,212349.0,all_facilities,all_facilities_baseline,,,,,all_facilities_baseline,4,0.8,1,1,121,118,16.15468576100102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIMAL,212123.0,0.06802379400050995,16.15468576100102,0.0,0.0,True
max_k_cut_original,2,6,4,1,0.010452961672473868,9 177 405 514,121,0.0,212123.0,0.001033204000123078,0.001033204000123078,6,5,9 118 177 405 514,OPTIMAL,,WORK,u574,u574__remove_pos_1__facility_122,tsplib_u574_p5,574,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/u574.tsp,metaheuristic_best_solution,212074.0,9 121 177 405 514,15.805360650000694,0.28130131699981575,16.08666196700051,122,121,1,9 177 405 514,4,1992,0.05,100,212349.0,212074.0,215308.0,212074.0,212349.0,max_k_cut_group,max_k_cut_original,6.0,6.0,0.0,,top_ltm_original,4,0.8,1,1,121,118,16.087695171000632,100.0,212074.0,212349.0,100.0,361.0,2.0,97.0,3.0,False,30.0,150.0,1000.0,544.0,1.0,1.0,,,100.0,2.0,0.0,0.0,0.0,,False,,,1.0,7.0,6.0,98 117 118 119 120 121 122,98 117 118 119 120 122,98 117 118 119 120 121 122 | 6 7 8 9 466 468 557 | 183 209 476 477 513 514 515 516 | 176 177 178 179 180 554 | 381 405,OPTIMAL,212123.0,0.06802379400050995,16.15468576100102,0.0,-0.06699059000038687,True
