variant,variant_order,candidate_facility_count,fixed_facility_count,forbidden_facility_count,candidate_facility_fraction,fixed_facilities,forbidden_facilities,model_build_seconds,objective_value,solve_seconds,total_variant_seconds,evaluated_replacements,open_facilities_count,open_facilities,status,error_message,instance_group,instance,reoptimization_instance,instance_id,n,p,edge_weight_type,raw_path,reference_source,reference_cost,reference_facilities,metaheuristic_runtime_seconds,structure_extraction_runtime_seconds,pre_reoptimization_seconds,removed_facility,removed_facility_zero_based,removal_position,remaining_reference_facilities,remaining_reference_facilities_count,source_ltm_size,top_fraction,top_solution_count,top_cost_cutoff,full_ltm_cost_min,full_ltm_cost_max,top_ltm_cost_min,top_ltm_cost_max,replacement_pool_strategy,replacement_pool_reference_variant,replacement_pool_target_size,replacement_pool_available_candidate_count,replacement_pool_shortfall,replacement_pool_excluded_best_facilities,memory_strategy,overlap_with_reference_count,overlap_with_reference_fraction,dropped_reference_facilities_count,new_facilities_count,dropped_reference_facilities,new_facilities,total_pipeline_seconds,analysis_memory_size,analysis_memory_min_cost,analysis_memory_max_cost,analysis_solution_count,analysis_swap_edges,analysis_component_count,analysis_largest_component_size,analysis_smallest_component_size,analysis_is_connected,cooccurrence_active_nodes,cooccurrence_edges,cooccurrence_total_weight,max_k_cut_ignored_nodes,max_k_cut_fraction_cut,max_k_cut_best_facility_separation,pre_connection_component_count,pre_connection_solution_count,post_connection_solution_count,post_connection_component_count,trajectory_added_solution_count,trajectory_movement_count,trajectory_generated_out_of_range_count,trajectory_connection_edge_count,guard_fallback_used,best_component_solution_count,best_component_selection_reason,max_k_cut_removed_group_found,max_k_cut_removed_group_size,max_k_cut_replacement_pool_size,max_k_cut_removed_group,max_k_cut_replacement_pool,max_k_cut_groups_formatted,baseline_status,baseline_objective_value,baseline_total_variant_seconds,baseline_total_pipeline_seconds,gap_to_baseline_percent,time_delta_to_baseline_seconds,baseline_is_optimal
max_k_cut_pairwise_trajectory,4,2,4,1,0.041666666666666664,9 14 21 24,5,0.0,12704.0,0.001029981000101543,0.001029981000101543,2,5,9 14 21 24 29,OPTIMAL,,NOT NECESSARY,att48,att48__remove_pos_0__facility_6,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,6,5,0,9 14 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,max_k_cut_group,max_k_cut_pairwise_trajectory,2.0,2.0,0.0,,top_ltm_pairwise_trajectory,4,0.8,1,1,5,29,0.0875608469996223,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,False,,,1.0,3.0,2.0,5 26 29,26 29,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12704.0,0.005247005000455829,0.09177787099997659,0.0,-0.004217024000354286,True
max_k_cut_mst_range_guard,5,2,4,1,0.041666666666666664,9 14 21 24,5,0.0,12704.0,0.0003836070000033942,0.0003836070000033942,2,5,9 14 21 24 29,OPTIMAL,,NOT NECESSARY,att48,att48__remove_pos_0__facility_6,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,6,5,0,9 14 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,max_k_cut_group,max_k_cut_mst_range_guard,2.0,2.0,0.0,,top_ltm_mst_trajectory_range_guard,4,0.8,1,1,5,29,0.08691447299952415,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,False,,,1.0,3.0,2.0,5 26 29,26 29,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12704.0,0.005247005000455829,0.09177787099997659,0.0,-0.004863398000452435,True
max_k_cut_pairwise_range_guard,6,2,4,1,0.041666666666666664,9 14 21 24,5,0.0,12704.0,0.00038103299993963446,0.00038103299993963446,2,5,9 14 21 24 29,OPTIMAL,,NOT NECESSARY,att48,att48__remove_pos_0__facility_6,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,6,5,0,9 14 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,max_k_cut_group,max_k_cut_pairwise_range_guard,2.0,2.0,0.0,,top_ltm_pairwise_trajectory_range_guard,4,0.8,1,1,5,29,0.08691189899946039,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,False,,,1.0,3.0,2.0,5 26 29,26 29,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12704.0,0.005247005000455829,0.09177787099997659,0.0,-0.004865972000516194,True
random_original_pool_size,7,2,4,1,0.041666666666666664,9 14 21 24,5,0.0,13243.0,0.0007089979999364004,0.0007089979999364004,2,5,9 14 21 24 42,OPTIMAL,,NOT NECESSARY,att48,att48__remove_pos_0__facility_6,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,6,5,0,9 14 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,random_original_pool_size,max_k_cut_original,2.0,43.0,0.0,5 9 14 21 24,top_ltm_original,4,0.8,1,1,5,42,0.08723986399945716,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,,,8.0,1.0,0.0,0.0,0.0,,False,,,1.0,3.0,2.0,5 26 29,42 47,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12704.0,0.005247005000455829,0.09177787099997659,4.242758186397985,-0.004538007000519428,True
nearest_original_pool_size,8,2,4,1,0.041666666666666664,9 14 21 24,5,0.0,12704.0,0.00023643399981665425,0.00023643399981665425,2,5,9 14 21 24 29,OPTIMAL,,NOT NECESSARY,att48,att48__remove_pos_0__facility_6,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,6,5,0,9 14 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,nearest_original_pool_size,max_k_cut_original,2.0,43.0,0.0,5 9 14 21 24,top_ltm_original,4,0.8,1,1,5,29,0.08676729999933741,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,,,8.0,1.0,0.0,0.0,0.0,,False,,,1.0,3.0,2.0,5 26 29,29 36,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12704.0,0.005247005000455829,0.09177787099997659,0.0,-0.005010571000639175,True
baseline_all_facilities,1,43,4,1,0.8958333333333334,5 14 21 24,9,0.0,12817.0,0.003974745999585139,0.003974745999585139,43,5,5 14 21 24 25,OPTIMAL,,NOT NECESSARY,att48,att48__remove_pos_1__facility_10,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,10,9,1,5 14 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,all_facilities,all_facilities_baseline,,,,,all_facilities_baseline,4,0.8,1,1,9,25,0.0905056119991059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIMAL,12817.0,0.003974745999585139,0.0905056119991059,0.0,0.0,True
max_k_cut_original,2,0,4,1,0.0,5 14 21 24,9,0.0,,2.053299976978451e-05,2.053299976978451e-05,0,0,,INFEASIBLE_POOL,The max-k-cut group that contains the removed facility has no replacement candidate after forbidding the removed facility.,NOT NECESSARY,att48,att48__remove_pos_1__facility_10,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,10,9,1,5 14 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,max_k_cut_group,max_k_cut_original,0.0,0.0,0.0,,top_ltm_original,0,0.0,5,0,5 9 14 21 24,,0.08655139899929054,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,,,8.0,1.0,0.0,0.0,0.0,,False,,,1.0,1.0,0.0,9,,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12817.0,0.003974745999585139,0.0905056119991059,,-0.003954212999815354,True
max_k_cut_mst_trajectory,3,0,4,1,0.0,5 14 21 24,9,0.0,,6.449000466091093e-06,6.449000466091093e-06,0,0,,INFEASIBLE_POOL,The max-k-cut group that contains the removed facility has no replacement candidate after forbidding the removed facility.,NOT NECESSARY,att48,att48__remove_pos_1__facility_10,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,10,9,1,5 14 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,max_k_cut_group,max_k_cut_mst_trajectory,0.0,0.0,0.0,,top_ltm_mst_trajectory,0,0.0,5,0,5 9 14 21 24,,0.08653731499998685,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,False,,,1.0,1.0,0.0,9,,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12817.0,0.003974745999585139,0.0905056119991059,,-0.0039682969991190475,True
max_k_cut_pairwise_trajectory,4,0,4,1,0.0,5 14 21 24,9,0.0,,5.56699978915276e-06,5.56699978915276e-06,0,0,,INFEASIBLE_POOL,The max-k-cut group that contains the removed facility has no replacement candidate after forbidding the removed facility.,NOT NECESSARY,att48,att48__remove_pos_1__facility_10,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,10,9,1,5 14 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,max_k_cut_group,max_k_cut_pairwise_trajectory,0.0,0.0,0.0,,top_ltm_pairwise_trajectory,0,0.0,5,0,5 9 14 21 24,,0.08653643299930991,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,False,,,1.0,1.0,0.0,9,,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12817.0,0.003974745999585139,0.0905056119991059,,-0.003969178999795986,True
max_k_cut_mst_range_guard,5,0,4,1,0.0,5 14 21 24,9,0.0,,5.580999641097151e-06,5.580999641097151e-06,0,0,,INFEASIBLE_POOL,The max-k-cut group that contains the removed facility has no replacement candidate after forbidding the removed facility.,NOT NECESSARY,att48,att48__remove_pos_1__facility_10,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,10,9,1,5 14 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,max_k_cut_group,max_k_cut_mst_range_guard,0.0,0.0,0.0,,top_ltm_mst_trajectory_range_guard,0,0.0,5,0,5 9 14 21 24,,0.08653644699916185,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,False,,,1.0,1.0,0.0,9,,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12817.0,0.003974745999585139,0.0905056119991059,,-0.0039691649999440415,True
max_k_cut_pairwise_range_guard,6,0,4,1,0.0,5 14 21 24,9,0.0,,4.86799945065286e-06,4.86799945065286e-06,0,0,,INFEASIBLE_POOL,The max-k-cut group that contains the removed facility has no replacement candidate after forbidding the removed facility.,NOT NECESSARY,att48,att48__remove_pos_1__facility_10,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,10,9,1,5 14 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,max_k_cut_group,max_k_cut_pairwise_range_guard,0.0,0.0,0.0,,top_ltm_pairwise_trajectory_range_guard,0,0.0,5,0,5 9 14 21 24,,0.08653573399897141,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,False,,,1.0,1.0,0.0,9,,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12817.0,0.003974745999585139,0.0905056119991059,,-0.003969878000134486,True
random_original_pool_size,7,0,4,1,0.0,5 14 21 24,9,0.0,,4.7220000851666555e-06,4.7220000851666555e-06,0,0,,INFEASIBLE_POOL,Candidate replacement pool smaller than missing count: 0 < 1.,NOT NECESSARY,att48,att48__remove_pos_1__facility_10,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,10,9,1,5 14 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,random_original_pool_size,max_k_cut_original,0.0,43.0,0.0,5 9 14 21 24,top_ltm_original,0,0.0,5,0,5 9 14 21 24,,0.08653558799960592,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,,,8.0,1.0,0.0,0.0,0.0,,False,,,1.0,1.0,0.0,9,,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12817.0,0.003974745999585139,0.0905056119991059,,-0.003970023999499972,True
nearest_original_pool_size,8,0,4,1,0.0,5 14 21 24,9,0.0,,7.302000085473992e-06,7.302000085473992e-06,0,0,,INFEASIBLE_POOL,Candidate replacement pool smaller than missing count: 0 < 1.,NOT NECESSARY,att48,att48__remove_pos_1__facility_10,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,10,9,1,5 14 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,nearest_original_pool_size,max_k_cut_original,0.0,43.0,0.0,5 9 14 21 24,top_ltm_original,0,0.0,5,0,5 9 14 21 24,,0.08653816799960623,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,,,8.0,1.0,0.0,0.0,0.0,,False,,,1.0,1.0,0.0,9,,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12817.0,0.003974745999585139,0.0905056119991059,,-0.003967443999499665,True
baseline_all_facilities,1,43,4,1,0.8958333333333334,5 9 21 24,14,0.0,12645.0,0.00501860599979409,0.00501860599979409,43,5,5 9 21 24 45,OPTIMAL,,NOT NECESSARY,att48,att48__remove_pos_2__facility_15,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,15,14,2,5 9 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,all_facilities,all_facilities_baseline,,,,,all_facilities_baseline,4,0.8,1,1,14,45,0.09154947199931485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIMAL,12645.0,0.00501860599979409,0.09154947199931485,0.0,0.0,True
max_k_cut_original,2,3,4,1,0.0625,5 9 21 24,14,0.0,12645.0,0.0006406639995475416,0.0006406639995475416,3,5,5 9 21 24 45,OPTIMAL,,NOT NECESSARY,att48,att48__remove_pos_2__facility_15,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,15,14,2,5 9 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,max_k_cut_group,max_k_cut_original,3.0,3.0,0.0,,top_ltm_original,4,0.8,1,1,14,45,0.0871715299990683,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,,,8.0,1.0,0.0,0.0,0.0,,False,,,1.0,4.0,3.0,11 14 32 45,11 32 45,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12645.0,0.00501860599979409,0.09154947199931485,0.0,-0.0043779420002465486,True
max_k_cut_mst_trajectory,3,3,4,1,0.0625,5 9 21 24,14,0.0,12645.0,0.0009312659994975547,0.0009312659994975547,3,5,5 9 21 24 45,OPTIMAL,,NOT NECESSARY,att48,att48__remove_pos_2__facility_15,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,15,14,2,5 9 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,max_k_cut_group,max_k_cut_mst_trajectory,3.0,3.0,0.0,,top_ltm_mst_trajectory,4,0.8,1,1,14,45,0.08746213199901831,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,False,,,1.0,4.0,3.0,11 14 32 45,11 32 45,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12645.0,0.00501860599979409,0.09154947199931485,0.0,-0.0040873400002965354,True
max_k_cut_pairwise_trajectory,4,3,4,1,0.0625,5 9 21 24,14,0.0,12645.0,0.0004952369999955408,0.0004952369999955408,3,5,5 9 21 24 45,OPTIMAL,,NOT NECESSARY,att48,att48__remove_pos_2__facility_15,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,15,14,2,5 9 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,max_k_cut_group,max_k_cut_pairwise_trajectory,3.0,3.0,0.0,,top_ltm_pairwise_trajectory,4,0.8,1,1,14,45,0.0870261029995163,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,False,,,1.0,4.0,3.0,11 14 32 45,11 32 45,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12645.0,0.00501860599979409,0.09154947199931485,0.0,-0.004523368999798549,True
max_k_cut_mst_range_guard,5,3,4,1,0.0625,5 9 21 24,14,0.0,12645.0,0.0005137549997016322,0.0005137549997016322,3,5,5 9 21 24 45,OPTIMAL,,NOT NECESSARY,att48,att48__remove_pos_2__facility_15,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,15,14,2,5 9 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,max_k_cut_group,max_k_cut_mst_range_guard,3.0,3.0,0.0,,top_ltm_mst_trajectory_range_guard,4,0.8,1,1,14,45,0.08704462099922239,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,False,,,1.0,4.0,3.0,11 14 32 45,11 32 45,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12645.0,0.00501860599979409,0.09154947199931485,0.0,-0.004504851000092458,True
max_k_cut_pairwise_range_guard,6,3,4,1,0.0625,5 9 21 24,14,0.0,12645.0,0.0006159099993965356,0.0006159099993965356,3,5,5 9 21 24 45,OPTIMAL,,NOT NECESSARY,att48,att48__remove_pos_2__facility_15,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,15,14,2,5 9 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,max_k_cut_group,max_k_cut_pairwise_range_guard,3.0,3.0,0.0,,top_ltm_pairwise_trajectory_range_guard,4,0.8,1,1,14,45,0.08714677599891729,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,False,,,1.0,4.0,3.0,11 14 32 45,11 32 45,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12645.0,0.00501860599979409,0.09154947199931485,0.0,-0.004402696000397555,True
random_original_pool_size,7,3,4,1,0.0625,5 9 21 24,14,0.0,13602.0,0.001055653000548773,0.001055653000548773,3,5,5 9 21 24 46,OPTIMAL,,NOT NECESSARY,att48,att48__remove_pos_2__facility_15,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,15,14,2,5 9 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,random_original_pool_size,max_k_cut_original,3.0,43.0,0.0,5 9 14 21 24,top_ltm_original,4,0.8,1,1,14,46,0.08758651900006953,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,,,8.0,1.0,0.0,0.0,0.0,,False,,,1.0,4.0,3.0,11 14 32 45,25 44 46,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12645.0,0.00501860599979409,0.09154947199931485,7.568208778173191,-0.003962952999245317,True
nearest_original_pool_size,8,3,4,1,0.0625,5 9 21 24,14,0.0,12715.0,0.0004523590005192091,0.0004523590005192091,3,5,5 9 11 21 24,OPTIMAL,,NOT NECESSARY,att48,att48__remove_pos_2__facility_15,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,15,14,2,5 9 21 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,nearest_original_pool_size,max_k_cut_original,3.0,43.0,0.0,5 9 14 21 24,top_ltm_original,4,0.8,1,1,14,11,0.08698322500003997,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,,,8.0,1.0,0.0,0.0,0.0,,False,,,1.0,4.0,3.0,11 14 32 45,11 32 39,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12645.0,0.00501860599979409,0.09154947199931485,0.55357848952155,-0.004566246999274881,True
baseline_all_facilities,1,43,4,1,0.8958333333333334,5 9 14 24,21,0.0,12718.0,0.003936343000532361,0.003936343000532361,43,5,5 9 14 15 24,OPTIMAL,,NOT NECESSARY,att48,att48__remove_pos_3__facility_22,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,22,21,3,5 9 14 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,all_facilities,all_facilities_baseline,,,,,all_facilities_baseline,4,0.8,1,1,21,15,0.09046720900005312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIMAL,12718.0,0.003936343000532361,0.09046720900005312,0.0,0.0,True
max_k_cut_original,2,2,4,1,0.041666666666666664,5 9 14 24,21,0.0,12718.0,0.00043445200026326347,0.00043445200026326347,2,5,5 9 14 15 24,OPTIMAL,,NOT NECESSARY,att48,att48__remove_pos_3__facility_22,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.03333868299978349,0.05319218299973727,0.08653086599952076,22,21,3,5 9 14 24,4,152,0.05,8,12742.0,12568.0,13140.0,12568.0,12742.0,max_k_cut_group,max_k_cut_original,2.0,2.0,0.0,,top_ltm_original,4,0.8,1,1,21,15,0.08696531799978402,8.0,12568.0,12742.0,8.0,10.0,1.0,8.0,8.0,True,12.0,38.0,80.0,36.0,1.0,1.0,,,8.0,1.0,0.0,0.0,0.0,,False,,,1.0,3.0,2.0,0 15 21,0 15,0 15 21 | 11 14 32 45 | 9 | 5 26 29 | 24,OPTIMAL,12718.0,0.003936343000532361,0.09046720900005312,0.0,-0.0035018910002690973,True
