instance_group,instance,reoptimization_instance,instance_id,n,p,edge_weight_type,raw_path,reference_source,reference_cost,reference_facilities,metaheuristic_runtime_seconds,structure_extraction_runtime_seconds,pre_reoptimization_seconds,removed_facility,removed_facility_zero_based,removal_position,remaining_reference_facilities,remaining_reference_facilities_count,source_ltm_size,top_fraction,top_solution_count,top_cost_cutoff,full_ltm_cost_min,full_ltm_cost_max,top_ltm_cost_min,top_ltm_cost_max,error_message,max_k_cut_original__memory_strategy,max_k_cut_original__analysis_memory_size,max_k_cut_original__analysis_component_count,max_k_cut_original__analysis_is_connected,max_k_cut_original__cooccurrence_active_nodes,max_k_cut_original__cooccurrence_edges,max_k_cut_original__cooccurrence_total_weight,max_k_cut_original__max_k_cut_fraction_cut,max_k_cut_original__max_k_cut_best_facility_separation,max_k_cut_original__pre_connection_component_count,max_k_cut_original__post_connection_component_count,max_k_cut_original__trajectory_added_solution_count,max_k_cut_original__trajectory_movement_count,max_k_cut_original__trajectory_connection_edge_count,max_k_cut_original__trajectory_generated_out_of_range_count,max_k_cut_original__guard_fallback_used,max_k_cut_original__best_component_solution_count,max_k_cut_original__groups,max_k_cut_mst_trajectory__memory_strategy,max_k_cut_mst_trajectory__analysis_memory_size,max_k_cut_mst_trajectory__analysis_component_count,max_k_cut_mst_trajectory__analysis_is_connected,max_k_cut_mst_trajectory__cooccurrence_active_nodes,max_k_cut_mst_trajectory__cooccurrence_edges,max_k_cut_mst_trajectory__cooccurrence_total_weight,max_k_cut_mst_trajectory__max_k_cut_fraction_cut,max_k_cut_mst_trajectory__max_k_cut_best_facility_separation,max_k_cut_mst_trajectory__pre_connection_component_count,max_k_cut_mst_trajectory__post_connection_component_count,max_k_cut_mst_trajectory__trajectory_added_solution_count,max_k_cut_mst_trajectory__trajectory_movement_count,max_k_cut_mst_trajectory__trajectory_connection_edge_count,max_k_cut_mst_trajectory__trajectory_generated_out_of_range_count,max_k_cut_mst_trajectory__guard_fallback_used,max_k_cut_mst_trajectory__best_component_solution_count,max_k_cut_mst_trajectory__groups,max_k_cut_pairwise_trajectory__memory_strategy,max_k_cut_pairwise_trajectory__analysis_memory_size,max_k_cut_pairwise_trajectory__analysis_component_count,max_k_cut_pairwise_trajectory__analysis_is_connected,max_k_cut_pairwise_trajectory__cooccurrence_active_nodes,max_k_cut_pairwise_trajectory__cooccurrence_edges,max_k_cut_pairwise_trajectory__cooccurrence_total_weight,max_k_cut_pairwise_trajectory__max_k_cut_fraction_cut,max_k_cut_pairwise_trajectory__max_k_cut_best_facility_separation,max_k_cut_pairwise_trajectory__pre_connection_component_count,max_k_cut_pairwise_trajectory__post_connection_component_count,max_k_cut_pairwise_trajectory__trajectory_added_solution_count,max_k_cut_pairwise_trajectory__trajectory_movement_count,max_k_cut_pairwise_trajectory__trajectory_connection_edge_count,max_k_cut_pairwise_trajectory__trajectory_generated_out_of_range_count,max_k_cut_pairwise_trajectory__guard_fallback_used,max_k_cut_pairwise_trajectory__best_component_solution_count,max_k_cut_pairwise_trajectory__groups,max_k_cut_mst_range_guard__memory_strategy,max_k_cut_mst_range_guard__analysis_memory_size,max_k_cut_mst_range_guard__analysis_component_count,max_k_cut_mst_range_guard__analysis_is_connected,max_k_cut_mst_range_guard__cooccurrence_active_nodes,max_k_cut_mst_range_guard__cooccurrence_edges,max_k_cut_mst_range_guard__cooccurrence_total_weight,max_k_cut_mst_range_guard__max_k_cut_fraction_cut,max_k_cut_mst_range_guard__max_k_cut_best_facility_separation,max_k_cut_mst_range_guard__pre_connection_component_count,max_k_cut_mst_range_guard__post_connection_component_count,max_k_cut_mst_range_guard__trajectory_added_solution_count,max_k_cut_mst_range_guard__trajectory_movement_count,max_k_cut_mst_range_guard__trajectory_connection_edge_count,max_k_cut_mst_range_guard__trajectory_generated_out_of_range_count,max_k_cut_mst_range_guard__guard_fallback_used,max_k_cut_mst_range_guard__best_component_solution_count,max_k_cut_mst_range_guard__groups
NOT NECESSARY,ali535,ali535__remove_pos_3__facility_230,tsplib_ali535_p5,535,5,GEO,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/ali535.tsp,metaheuristic_best_solution,958246.0,51 88 108 229 321,12.572019352002826,0.20216642099694582,12.774185772999772,230,229,3,51 88 108 321,4,2278,0.05,114,960423.0,958246.0,988962.0,958246.0,960423.0,,top_ltm_original,114,1,True,23,135,1140.0,1.0,1.0,,1,0,0,,0,False,,9 32 51 | 321 | 88 92 211 318 336 344 491 532 | 81 108 254 297 298 | 116 124 137 138 229 364,top_ltm_mst_trajectory,114,1,True,23,135,1140.0,1.0,1.0,1,1,0,0,0.0,0,False,,9 32 51 | 321 | 88 92 211 318 336 344 491 532 | 81 108 254 297 298 | 116 124 137 138 229 364,top_ltm_pairwise_trajectory,114,1,True,23,135,1140.0,1.0,1.0,1,1,0,0,0.0,0,False,,9 32 51 | 321 | 88 92 211 318 336 344 491 532 | 81 108 254 297 298 | 116 124 137 138 229 364,top_ltm_mst_trajectory_range_guard,114,1,True,23,135,1140.0,1.0,1.0,1,1,0,0,0.0,0,False,,9 32 51 | 321 | 88 92 211 318 336 344 491 532 | 81 108 254 297 298 | 116 124 137 138 229 364
NOT NECESSARY,ali535,ali535__remove_pos_4__facility_322,tsplib_ali535_p5,535,5,GEO,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/ali535.tsp,metaheuristic_best_solution,958246.0,51 88 108 229 321,12.572019352002826,0.20216642099694582,12.774185772999772,322,321,4,51 88 108 229,4,2278,0.05,114,960423.0,958246.0,988962.0,958246.0,960423.0,,top_ltm_original,114,1,True,23,135,1140.0,1.0,1.0,,1,0,0,,0,False,,9 32 51 | 321 | 88 92 211 318 336 344 491 532 | 81 108 254 297 298 | 116 124 137 138 229 364,top_ltm_mst_trajectory,114,1,True,23,135,1140.0,1.0,1.0,1,1,0,0,0.0,0,False,,9 32 51 | 321 | 88 92 211 318 336 344 491 532 | 81 108 254 297 298 | 116 124 137 138 229 364,top_ltm_pairwise_trajectory,114,1,True,23,135,1140.0,1.0,1.0,1,1,0,0,0.0,0,False,,9 32 51 | 321 | 88 92 211 318 336 344 491 532 | 81 108 254 297 298 | 116 124 137 138 229 364,top_ltm_mst_trajectory_range_guard,114,1,True,23,135,1140.0,1.0,1.0,1,1,0,0,0.0,0,False,,9 32 51 | 321 | 88 92 211 318 336 344 491 532 | 81 108 254 297 298 | 116 124 137 138 229 364
NOT NECESSARY,att48,att48__remove_pos_0__facility_6,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.023501686002418865,0.028867855995486025,0.05236954199790489,6,5,0,9 14 21 24,4,138,0.05,7,12734.0,12568.0,13136.0,12568.0,12734.0,,top_ltm_original,7,1,True,11,34,70.0,1.0,1.0,,1,0,0,,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24,top_ltm_mst_trajectory,7,1,True,11,34,70.0,1.0,1.0,1,1,0,0,0.0,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24,top_ltm_pairwise_trajectory,7,1,True,11,34,70.0,1.0,1.0,1,1,0,0,0.0,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24,top_ltm_mst_trajectory_range_guard,7,1,True,11,34,70.0,1.0,1.0,1,1,0,0,0.0,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24
NOT NECESSARY,att48,att48__remove_pos_1__facility_10,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.023501686002418865,0.028867855995486025,0.05236954199790489,10,9,1,5 14 21 24,4,138,0.05,7,12734.0,12568.0,13136.0,12568.0,12734.0,,top_ltm_original,7,1,True,11,34,70.0,1.0,1.0,,1,0,0,,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24,top_ltm_mst_trajectory,7,1,True,11,34,70.0,1.0,1.0,1,1,0,0,0.0,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24,top_ltm_pairwise_trajectory,7,1,True,11,34,70.0,1.0,1.0,1,1,0,0,0.0,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24,top_ltm_mst_trajectory_range_guard,7,1,True,11,34,70.0,1.0,1.0,1,1,0,0,0.0,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24
NOT NECESSARY,att48,att48__remove_pos_2__facility_15,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.023501686002418865,0.028867855995486025,0.05236954199790489,15,14,2,5 9 21 24,4,138,0.05,7,12734.0,12568.0,13136.0,12568.0,12734.0,,top_ltm_original,7,1,True,11,34,70.0,1.0,1.0,,1,0,0,,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24,top_ltm_mst_trajectory,7,1,True,11,34,70.0,1.0,1.0,1,1,0,0,0.0,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24,top_ltm_pairwise_trajectory,7,1,True,11,34,70.0,1.0,1.0,1,1,0,0,0.0,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24,top_ltm_mst_trajectory_range_guard,7,1,True,11,34,70.0,1.0,1.0,1,1,0,0,0.0,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24
NOT NECESSARY,att48,att48__remove_pos_3__facility_22,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.023501686002418865,0.028867855995486025,0.05236954199790489,22,21,3,5 9 14 24,4,138,0.05,7,12734.0,12568.0,13136.0,12568.0,12734.0,,top_ltm_original,7,1,True,11,34,70.0,1.0,1.0,,1,0,0,,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24,top_ltm_mst_trajectory,7,1,True,11,34,70.0,1.0,1.0,1,1,0,0,0.0,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24,top_ltm_pairwise_trajectory,7,1,True,11,34,70.0,1.0,1.0,1,1,0,0,0.0,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24,top_ltm_mst_trajectory_range_guard,7,1,True,11,34,70.0,1.0,1.0,1,1,0,0,0.0,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24
NOT NECESSARY,att48,att48__remove_pos_4__facility_25,tsplib_att48_p5,48,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att48.tsp,metaheuristic_best_solution,12568.0,5 9 14 21 24,0.023501686002418865,0.028867855995486025,0.05236954199790489,25,24,4,5 9 14 21,4,138,0.05,7,12734.0,12568.0,13136.0,12568.0,12734.0,,top_ltm_original,7,1,True,11,34,70.0,1.0,1.0,,1,0,0,,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24,top_ltm_mst_trajectory,7,1,True,11,34,70.0,1.0,1.0,1,1,0,0,0.0,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24,top_ltm_pairwise_trajectory,7,1,True,11,34,70.0,1.0,1.0,1,1,0,0,0.0,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24,top_ltm_mst_trajectory_range_guard,7,1,True,11,34,70.0,1.0,1.0,1,1,0,0,0.0,0,False,,0 15 21 | 11 14 32 45 | 9 | 5 29 | 24
NOT NECESSARY,att532,att532__remove_pos_0__facility_87,tsplib_att532_p5,532,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att532.tsp,metaheuristic_best_solution,142377.0,86 203 387 421 453,12.249059465997561,0.17040148800151655,12.419460953999078,87,86,0,203 387 421 453,4,1876,0.05,94,142747.0,142377.0,150185.0,142377.0,142747.0,,top_ltm_original,94,1,True,28,162,940.0,1.0,1.0,,1,0,0,,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461,top_ltm_mst_trajectory,94,1,True,28,162,940.0,1.0,1.0,1,1,0,0,0.0,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461,top_ltm_pairwise_trajectory,94,1,True,28,162,940.0,1.0,1.0,1,1,0,0,0.0,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461,top_ltm_mst_trajectory_range_guard,94,1,True,28,162,940.0,1.0,1.0,1,1,0,0,0.0,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461
NOT NECESSARY,att532,att532__remove_pos_1__facility_204,tsplib_att532_p5,532,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att532.tsp,metaheuristic_best_solution,142377.0,86 203 387 421 453,12.249059465997561,0.17040148800151655,12.419460953999078,204,203,1,86 387 421 453,4,1876,0.05,94,142747.0,142377.0,150185.0,142377.0,142747.0,,top_ltm_original,94,1,True,28,162,940.0,1.0,1.0,,1,0,0,,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461,top_ltm_mst_trajectory,94,1,True,28,162,940.0,1.0,1.0,1,1,0,0,0.0,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461,top_ltm_pairwise_trajectory,94,1,True,28,162,940.0,1.0,1.0,1,1,0,0,0.0,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461,top_ltm_mst_trajectory_range_guard,94,1,True,28,162,940.0,1.0,1.0,1,1,0,0,0.0,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461
NOT NECESSARY,att532,att532__remove_pos_2__facility_388,tsplib_att532_p5,532,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att532.tsp,metaheuristic_best_solution,142377.0,86 203 387 421 453,12.249059465997561,0.17040148800151655,12.419460953999078,388,387,2,86 203 421 453,4,1876,0.05,94,142747.0,142377.0,150185.0,142377.0,142747.0,,top_ltm_original,94,1,True,28,162,940.0,1.0,1.0,,1,0,0,,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461,top_ltm_mst_trajectory,94,1,True,28,162,940.0,1.0,1.0,1,1,0,0,0.0,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461,top_ltm_pairwise_trajectory,94,1,True,28,162,940.0,1.0,1.0,1,1,0,0,0.0,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461,top_ltm_mst_trajectory_range_guard,94,1,True,28,162,940.0,1.0,1.0,1,1,0,0,0.0,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461
NOT NECESSARY,att532,att532__remove_pos_3__facility_422,tsplib_att532_p5,532,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att532.tsp,metaheuristic_best_solution,142377.0,86 203 387 421 453,12.249059465997561,0.17040148800151655,12.419460953999078,422,421,3,86 203 387 453,4,1876,0.05,94,142747.0,142377.0,150185.0,142377.0,142747.0,,top_ltm_original,94,1,True,28,162,940.0,1.0,1.0,,1,0,0,,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461,top_ltm_mst_trajectory,94,1,True,28,162,940.0,1.0,1.0,1,1,0,0,0.0,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461,top_ltm_pairwise_trajectory,94,1,True,28,162,940.0,1.0,1.0,1,1,0,0,0.0,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461,top_ltm_mst_trajectory_range_guard,94,1,True,28,162,940.0,1.0,1.0,1,1,0,0,0.0,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461
NOT NECESSARY,att532,att532__remove_pos_4__facility_454,tsplib_att532_p5,532,5,ATT,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/att532.tsp,metaheuristic_best_solution,142377.0,86 203 387 421 453,12.249059465997561,0.17040148800151655,12.419460953999078,454,453,4,86 203 387 421,4,1876,0.05,94,142747.0,142377.0,150185.0,142377.0,142747.0,,top_ltm_original,94,1,True,28,162,940.0,1.0,1.0,,1,0,0,,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461,top_ltm_mst_trajectory,94,1,True,28,162,940.0,1.0,1.0,1,1,0,0,0.0,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461,top_ltm_pairwise_trajectory,94,1,True,28,162,940.0,1.0,1.0,1,1,0,0,0.0,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461,top_ltm_mst_trajectory_range_guard,94,1,True,28,162,940.0,1.0,1.0,1,1,0,0,0.0,0,False,,367 372 380 387 390 401 | 421 | 187 193 203 | 70 82 86 92 93 95 99 103 111 113 114 | 439 448 453 454 457 458 461
